,index,Approving ,Disapproving ,End Date ,President,Start Date  ,unsure/no data
1463,1463,46,46,02/03/2012,Barack Obama,02/01/2012,8
1464,1464,45,48,02/02/2012,Barack Obama,01/31/2012,7
1465,1465,46,47,02/01/2012,Barack Obama,01/30/2012,7
1466,1466,44,49,01/31/2012,Barack Obama,01/29/2012,7
1467,1467,46,47,01/30/2012,Barack Obama,01/28/2012,7
1468,1468,46,47,01/29/2012,Barack Obama,01/27/2012,7
1469,1469,46,46,01/28/2012,Barack Obama,01/26/2012,8
1470,1470,46,47,01/27/2012,Barack Obama,01/25/2012,7
1471,1471,43,49,01/26/2012,Barack Obama,01/24/2012,8
1472,1472,44,49,01/25/2012,Barack Obama,01/23/2012,7
1473,1473,43,49,01/24/2012,Barack Obama,01/22/2012,8
1474,1474,44,47,01/23/2012,Barack Obama,01/21/2012,9
1475,1475,44,46,01/22/2012,Barack Obama,01/20/2012,10
1476,1476,44,46,01/21/2012,Barack Obama,01/19/2012,10
1477,1477,46,46,01/20/2012,Barack Obama,01/18/2012,8
1478,1478,45,46,01/19/2012,Barack Obama,01/17/2012,9
1479,1479,45,46,01/18/2012,Barack Obama,01/16/2012,9
1480,1480,45,46,01/17/2012,Barack Obama,01/15/2012,9
1481,1481,46,46,01/16/2012,Barack Obama,01/14/2012,8
1482,1482,46,47,01/15/2012,Barack Obama,01/13/2012,7
1483,1483,46,48,01/14/2012,Barack Obama,01/12/2012,6
1484,1484,45,48,01/13/2012,Barack Obama,01/11/2012,7
1485,1485,45,46,01/12/2012,Barack Obama,01/10/2012,9
1486,1486,43,48,01/11/2012,Barack Obama,01/09/2012,9
1487,1487,43,49,01/10/2012,Barack Obama,01/08/2012,8
1488,1488,42,50,01/09/2012,Barack Obama,01/07/2012,8
1489,1489,46,47,01/08/2012,Barack Obama,01/06/2012,7
1490,1490,45,46,01/07/2012,Barack Obama,01/05/2012,9
1491,1491,45,46,01/06/2012,Barack Obama,01/04/2012,9
1492,1492,45,46,01/05/2012,Barack Obama,01/03/2012,9
1493,1493,46,47,01/04/2012,Barack Obama,01/02/2012,7
1494,1494,47,46,01/03/2012,Barack Obama,12/29/2011,7
1495,1495,45,47,01/02/2012,Barack Obama,12/28/2011,8
1496,1496,43,48,12/29/2011,Barack Obama,12/27/2011,9
1497,1497,41,50,12/28/2011,Barack Obama,12/26/2011,9
1498,1498,44,48,12/27/2011,Barack Obama,12/23/2011,8
1499,1499,46,48,12/26/2011,Barack Obama,12/22/2011,6
1500,1500,47,45,12/23/2011,Barack Obama,12/21/2011,8
1501,1501,44,48,12/22/2011,Barack Obama,12/20/2011,8
1502,1502,43,48,12/21/2011,Barack Obama,12/19/2011,9
1503,1503,43,49,12/20/2011,Barack Obama,12/18/2011,8
1504,1504,43,50,12/19/2011,Barack Obama,12/17/2011,7
1505,1505,42,50,12/18/2011,Barack Obama,12/16/2011,8
1506,1506,42,51,12/17/2011,Barack Obama,12/14/2011,7
1507,1507,41,51,12/15/2011,Barack Obama,12/13/2011,8
1508,1508,42,50,12/14/2011,Barack Obama,12/12/2011,8
1509,1509,43,49,12/13/2011,Barack Obama,12/11/2011,8
1510,1510,45,48,12/12/2011,Barack Obama,12/10/2011,7
1511,1511,44,48,12/11/2011,Barack Obama,12/09/2011,8
1512,1512,43,50,12/10/2011,Barack Obama,12/08/2011,7
1513,1513,42,51,12/09/2011,Barack Obama,12/07/2011,7
1514,1514,42,51,12/08/2011,Barack Obama,12/06/2011,7
1515,1515,42,50,12/07/2011,Barack Obama,12/05/2011,8
1516,1516,41,51,12/06/2011,Barack Obama,12/04/2011,8
1517,1517,41,51,12/05/2011,Barack Obama,12/03/2011,8
1518,1518,43,49,12/04/2011,Barack Obama,12/02/2011,8
1519,1519,44,49,12/03/2011,Barack Obama,12/01/2011,7
1520,1520,41,51,12/02/2011,Barack Obama,11/30/2011,8
1521,1521,42,50,12/01/2011,Barack Obama,11/29/2011,8
1522,1522,42,50,11/30/2011,Barack Obama,11/28/2011,8
1523,1523,43,49,11/29/2011,Barack Obama,11/27/2011,8
1524,1524,43,49,11/28/2011,Barack Obama,11/26/2011,8
1525,1525,44,47,11/27/2011,Barack Obama,11/25/2011,9
1526,1526,44,48,11/26/2011,Barack Obama,11/23/2011,8
1527,1527,42,48,11/25/2011,Barack Obama,11/22/2011,10
1528,1528,41,51,11/23/2011,Barack Obama,11/21/2011,8
1529,1529,41,50,11/22/2011,Barack Obama,11/20/2011,9
1530,1530,43,50,11/21/2011,Barack Obama,11/19/2011,7
1531,1531,44,47,11/20/2011,Barack Obama,11/18/2011,9
1532,1532,45,47,11/19/2011,Barack Obama,11/17/2011,8
1533,1533,43,47,11/18/2011,Barack Obama,11/16/2011,10
1534,1534,41,49,11/17/2011,Barack Obama,11/15/2011,10
1535,1535,40,51,11/16/2011,Barack Obama,11/14/2011,9
1536,1536,42,50,11/15/2011,Barack Obama,11/13/2011,8
1537,1537,44,49,11/14/2011,Barack Obama,11/12/2011,7
1538,1538,43,49,11/13/2011,Barack Obama,11/11/2011,8
1539,1539,43,49,11/12/2011,Barack Obama,11/10/2011,8
1540,1540,42,49,11/11/2011,Barack Obama,11/09/2011,9
1541,1541,42,49,11/10/2011,Barack Obama,11/08/2011,9
1542,1542,42,47,11/09/2011,Barack Obama,11/07/2011,11
1543,1543,43,48,11/08/2011,Barack Obama,11/06/2011,9
1544,1544,44,48,11/07/2011,Barack Obama,11/05/2011,8
1545,1545,43,50,11/06/2011,Barack Obama,11/04/2011,7
1546,1546,42,50,11/05/2011,Barack Obama,11/03/2011,8
1547,1547,42,51,11/04/2011,Barack Obama,11/02/2011,7
1548,1548,42,50,11/03/2011,Barack Obama,11/01/2011,8
1549,1549,44,49,11/02/2011,Barack Obama,10/30/2011,7
1550,1550,45,48,11/01/2011,Barack Obama,10/29/2011,7
1551,1551,43,50,10/30/2011,Barack Obama,10/28/2011,7
1552,1552,43,50,10/29/2011,Barack Obama,10/27/2011,7
1553,1553,42,51,10/28/2011,Barack Obama,10/26/2011,7
1554,1554,43,49,10/27/2011,Barack Obama,10/25/2011,8
1555,1555,43,48,10/26/2011,Barack Obama,10/24/2011,9
1556,1556,42,50,10/25/2011,Barack Obama,10/23/2011,8
1557,1557,43,49,10/24/2011,Barack Obama,10/22/2011,8
1558,1558,42,50,10/23/2011,Barack Obama,10/21/2011,8
1559,1559,44,47,10/22/2011,Barack Obama,10/20/2011,9
1560,1560,43,49,10/21/2011,Barack Obama,10/19/2011,8
1561,1561,42,50,10/20/2011,Barack Obama,10/18/2011,8
1562,1562,39,54,10/19/2011,Barack Obama,10/17/2011,7
1563,1563,39,53,10/18/2011,Barack Obama,10/16/2011,8
1564,1564,38,54,10/17/2011,Barack Obama,10/15/2011,8
1565,1565,42,50,10/16/2011,Barack Obama,10/14/2011,8
1566,1566,40,52,10/15/2011,Barack Obama,10/13/2011,8
1567,1567,40,52,10/14/2011,Barack Obama,10/12/2011,8
1568,1568,38,54,10/13/2011,Barack Obama,10/11/2011,8
1569,1569,40,53,10/12/2011,Barack Obama,10/10/2011,7
1570,1570,41,51,10/11/2011,Barack Obama,10/09/2011,8
1571,1571,41,51,10/10/2011,Barack Obama,10/08/2011,8
1572,1572,40,52,10/09/2011,Barack Obama,10/07/2011,8
1573,1573,39,53,10/08/2011,Barack Obama,10/06/2011,8
1574,1574,39,53,10/07/2011,Barack Obama,10/05/2011,8
1575,1575,38,53,10/06/2011,Barack Obama,10/04/2011,9
1576,1576,40,52,10/05/2011,Barack Obama,10/03/2011,8
1577,1577,41,52,10/04/2011,Barack Obama,10/02/2011,7
1578,1578,42,50,10/03/2011,Barack Obama,10/01/2011,8
1579,1579,43,49,10/02/2011,Barack Obama,09/30/2011,8
1580,1580,43,50,10/01/2011,Barack Obama,09/29/2011,7
1581,1581,41,51,09/30/2011,Barack Obama,09/28/2011,8
1582,1582,39,52,09/29/2011,Barack Obama,09/27/2011,9
1583,1583,39,51,09/28/2011,Barack Obama,09/26/2011,10
1584,1584,40,51,09/27/2011,Barack Obama,09/25/2011,9
1585,1585,42,49,09/26/2011,Barack Obama,09/24/2011,9
1586,1586,41,50,09/25/2011,Barack Obama,09/23/2011,9
1587,1587,42,50,09/24/2011,Barack Obama,09/22/2011,8
1588,1588,39,53,09/23/2011,Barack Obama,09/21/2011,8
1589,1589,40,52,09/22/2011,Barack Obama,09/20/2011,8
1590,1590,41,51,09/21/2011,Barack Obama,09/19/2011,8
1591,1591,42,49,09/20/2011,Barack Obama,09/18/2011,9
1592,1592,42,50,09/19/2011,Barack Obama,09/17/2011,8
1593,1593,40,52,09/18/2011,Barack Obama,09/16/2011,8
1594,1594,40,53,09/17/2011,Barack Obama,09/15/2011,7
1595,1595,39,53,09/16/2011,Barack Obama,09/14/2011,8
1596,1596,39,52,09/15/2011,Barack Obama,09/13/2011,9
1597,1597,39,53,09/14/2011,Barack Obama,09/12/2011,8
1598,1598,40,52,09/13/2011,Barack Obama,09/11/2011,8
1599,1599,43,50,09/12/2011,Barack Obama,09/10/2011,7
1600,1600,42,49,09/11/2011,Barack Obama,09/09/2011,9
1601,1601,42,48,09/10/2011,Barack Obama,09/08/2011,10
1602,1602,43,48,09/09/2011,Barack Obama,09/07/2011,9
1603,1603,43,49,09/08/2011,Barack Obama,09/06/2011,8
1604,1604,44,50,09/07/2011,Barack Obama,09/04/2011,6
1605,1605,42,50,09/06/2011,Barack Obama,09/03/2011,8
1606,1606,43,50,09/04/2011,Barack Obama,09/02/2011,7
1607,1607,42,50,09/03/2011,Barack Obama,09/01/2011,8
1608,1608,42,51,09/02/2011,Barack Obama,08/31/2011,7
1609,1609,42,50,09/01/2011,Barack Obama,08/30/2011,8
1610,1610,42,50,08/31/2011,Barack Obama,08/29/2011,8
1611,1611,39,54,08/30/2011,Barack Obama,08/27/2011,7
1612,1612,38,55,08/29/2011,Barack Obama,08/26/2011,7
1613,1613,38,55,08/27/2011,Barack Obama,08/25/2011,7
1614,1614,41,51,08/26/2011,Barack Obama,08/24/2011,8
1615,1615,42,50,08/25/2011,Barack Obama,08/23/2011,8
1616,1616,41,50,08/24/2011,Barack Obama,08/22/2011,9
1617,1617,39,53,08/23/2011,Barack Obama,08/21/2011,8
1618,1618,38,54,08/22/2011,Barack Obama,08/20/2011,8
1619,1619,40,53,08/21/2011,Barack Obama,08/19/2011,7
1620,1620,40,53,08/20/2011,Barack Obama,08/18/2011,7
1621,1621,42,51,08/19/2011,Barack Obama,08/17/2011,7
1622,1622,40,53,08/18/2011,Barack Obama,08/16/2011,7
1623,1623,40,52,08/17/2011,Barack Obama,08/15/2011,8
1624,1624,40,52,08/16/2011,Barack Obama,08/14/2011,8
1625,1625,39,53,08/15/2011,Barack Obama,08/13/2011,8
1626,1626,41,52,08/14/2011,Barack Obama,08/12/2011,7
1627,1627,39,54,08/13/2011,Barack Obama,08/11/2011,7
1628,1628,42,51,08/12/2011,Barack Obama,08/10/2011,7
1629,1629,41,51,08/11/2011,Barack Obama,08/09/2011,8
1630,1630,41,51,08/10/2011,Barack Obama,08/08/2011,8
1631,1631,41,51,08/09/2011,Barack Obama,08/07/2011,8
1632,1632,40,50,08/08/2011,Barack Obama,08/06/2011,10
1633,1633,43,48,08/07/2011,Barack Obama,08/05/2011,9
1634,1634,42,50,08/06/2011,Barack Obama,08/04/2011,8
1635,1635,42,50,08/05/2011,Barack Obama,08/03/2011,8
1636,1636,41,52,08/04/2011,Barack Obama,08/02/2011,7
1637,1637,41,51,08/03/2011,Barack Obama,08/01/2011,8
1638,1638,42,49,08/02/2011,Barack Obama,07/31/2011,9
1639,1639,43,48,08/01/2011,Barack Obama,07/30/2011,9
1640,1640,43,50,07/31/2011,Barack Obama,07/29/2011,7
1641,1641,41,52,07/30/2011,Barack Obama,07/28/2011,7
1642,1642,40,52,07/29/2011,Barack Obama,07/27/2011,8
1643,1643,40,50,07/28/2011,Barack Obama,07/26/2011,10
1644,1644,43,48,07/27/2011,Barack Obama,07/25/2011,9
1645,1645,46,46,07/26/2011,Barack Obama,07/24/2011,8
1646,1646,46,46,07/25/2011,Barack Obama,07/23/2011,8
1647,1647,45,48,07/24/2011,Barack Obama,07/22/2011,7
1648,1648,42,49,07/23/2011,Barack Obama,07/21/2011,9
1649,1649,43,49,07/22/2011,Barack Obama,07/20/2011,8
1650,1650,43,49,07/21/2011,Barack Obama,07/19/2011,8
1651,1651,43,49,07/20/2011,Barack Obama,07/18/2011,8
1652,1652,42,48,07/19/2011,Barack Obama,07/17/2011,10
1653,1653,44,47,07/18/2011,Barack Obama,07/16/2011,9
1654,1654,44,48,07/17/2011,Barack Obama,07/15/2011,8
1655,1655,44,49,07/16/2011,Barack Obama,07/14/2011,7
1656,1656,42,50,07/15/2011,Barack Obama,07/13/2011,8
1657,1657,44,48,07/14/2011,Barack Obama,07/12/2011,8
1658,1658,44,48,07/13/2011,Barack Obama,07/11/2011,8
1659,1659,46,46,07/12/2011,Barack Obama,07/10/2011,8
1660,1660,46,46,07/11/2011,Barack Obama,07/09/2011,8
1661,1661,45,46,07/10/2011,Barack Obama,07/08/2011,9
1662,1662,46,45,07/09/2011,Barack Obama,07/07/2011,9
1663,1663,46,45,07/08/2011,Barack Obama,07/06/2011,9
1664,1664,47,44,07/07/2011,Barack Obama,07/05/2011,9
1665,1665,46,47,07/06/2011,Barack Obama,07/03/2011,7
1666,1666,45,47,07/05/2011,Barack Obama,07/02/2011,8
1667,1667,47,46,07/03/2011,Barack Obama,07/01/2011,7
1668,1668,45,47,07/02/2011,Barack Obama,06/30/2011,8
1669,1669,45,47,07/01/2011,Barack Obama,06/29/2011,8
1670,1670,44,47,06/30/2011,Barack Obama,06/28/2011,9
1671,1671,46,46,06/29/2011,Barack Obama,06/27/2011,8
1672,1672,45,46,06/28/2011,Barack Obama,06/26/2011,9
1673,1673,44,48,06/27/2011,Barack Obama,06/25/2011,8
1674,1674,43,49,06/26/2011,Barack Obama,06/24/2011,8
1675,1675,44,49,06/25/2011,Barack Obama,06/23/2011,7
1676,1676,45,48,06/24/2011,Barack Obama,06/22/2011,7
1677,1677,45,47,06/23/2011,Barack Obama,06/21/2011,8
1678,1678,43,50,06/22/2011,Barack Obama,06/20/2011,7
1679,1679,43,49,06/21/2011,Barack Obama,06/19/2011,8
1680,1680,45,48,06/20/2011,Barack Obama,06/18/2011,7
1681,1681,49,43,06/19/2011,Barack Obama,06/17/2011,8
1682,1682,49,44,06/18/2011,Barack Obama,06/16/2011,7
1683,1683,46,46,06/17/2011,Barack Obama,06/15/2011,8
1684,1684,45,47,06/16/2011,Barack Obama,06/14/2011,8
1685,1685,46,46,06/15/2011,Barack Obama,06/13/2011,8
1686,1686,47,47,06/14/2011,Barack Obama,06/12/2011,6
1687,1687,47,46,06/13/2011,Barack Obama,06/11/2011,7
1688,1688,47,45,06/12/2011,Barack Obama,06/10/2011,8
1689,1689,46,44,06/11/2011,Barack Obama,06/09/2011,10
1690,1690,46,45,06/10/2011,Barack Obama,06/08/2011,9
1691,1691,45,46,06/09/2011,Barack Obama,06/07/2011,9
1692,1692,46,44,06/08/2011,Barack Obama,06/06/2011,10
1693,1693,49,41,06/07/2011,Barack Obama,06/05/2011,10
1694,1694,50,40,06/06/2011,Barack Obama,06/04/2011,10
1695,1695,49,43,06/05/2011,Barack Obama,06/03/2011,8
1696,1696,47,45,06/04/2011,Barack Obama,06/02/2011,8
1697,1697,48,44,06/03/2011,Barack Obama,06/01/2011,8
1698,1698,51,42,06/02/2011,Barack Obama,05/31/2011,7
1699,1699,53,39,06/01/2011,Barack Obama,05/29/2011,8
1700,1700,49,42,05/31/2011,Barack Obama,05/28/2011,9
1701,1701,47,44,05/29/2011,Barack Obama,05/27/2011,9
1702,1702,46,45,05/28/2011,Barack Obama,05/26/2011,9
1703,1703,49,43,05/27/2011,Barack Obama,05/25/2011,8
1704,1704,51,41,05/26/2011,Barack Obama,05/24/2011,8
1705,1705,52,42,05/25/2011,Barack Obama,05/23/2011,6
1706,1706,53,41,05/24/2011,Barack Obama,05/22/2011,6
1707,1707,51,42,05/23/2011,Barack Obama,05/21/2011,7
1708,1708,50,42,05/22/2011,Barack Obama,05/20/2011,8
1709,1709,49,43,05/21/2011,Barack Obama,05/19/2011,8
1710,1710,49,43,05/20/2011,Barack Obama,05/18/2011,8
1711,1711,49,43,05/19/2011,Barack Obama,05/17/2011,8
1712,1712,50,43,05/18/2011,Barack Obama,05/16/2011,7
1713,1713,48,43,05/17/2011,Barack Obama,05/15/2011,9
1714,1714,48,43,05/16/2011,Barack Obama,05/14/2011,9
1715,1715,46,44,05/15/2011,Barack Obama,05/13/2011,10
1716,1716,48,44,05/14/2011,Barack Obama,05/12/2011,8
1717,1717,48,45,05/13/2011,Barack Obama,05/11/2011,7
1718,1718,50,43,05/12/2011,Barack Obama,05/10/2011,7
1719,1719,51,42,05/11/2011,Barack Obama,05/09/2011,7
1720,1720,51,40,05/10/2011,Barack Obama,05/08/2011,9
1721,1721,52,40,05/09/2011,Barack Obama,05/07/2011,8
1722,1722,51,40,05/08/2011,Barack Obama,05/06/2011,9
1723,1723,51,41,05/07/2011,Barack Obama,05/05/2011,8
1724,1724,51,41,05/06/2011,Barack Obama,05/04/2011,8
1725,1725,51,41,05/05/2011,Barack Obama,05/03/2011,8
1726,1726,52,40,05/04/2011,Barack Obama,05/02/2011,8
1727,1727,50,42,05/03/2011,Barack Obama,05/01/2011,8
1728,1728,47,44,05/02/2011,Barack Obama,04/30/2011,9
1729,1729,46,45,05/01/2011,Barack Obama,04/29/2011,9
1730,1730,46,46,04/30/2011,Barack Obama,04/28/2011,8
1731,1731,45,47,04/29/2011,Barack Obama,04/27/2011,8
1732,1732,43,49,04/28/2011,Barack Obama,04/26/2011,8
1733,1733,42,49,04/27/2011,Barack Obama,04/25/2011,9
1734,1734,43,48,04/26/2011,Barack Obama,04/23/2011,9
1735,1735,44,47,04/25/2011,Barack Obama,04/22/2011,9
1736,1736,44,46,04/23/2011,Barack Obama,04/21/2011,10
1737,1737,44,47,04/22/2011,Barack Obama,04/20/2011,0
1738,1738,44,47,04/21/2011,Barack Obama,04/19/2011,9
1739,1739,43,49,04/20/2011,Barack Obama,04/18/2011,8
1740,1740,42,49,04/19/2011,Barack Obama,04/17/2011,9
1741,1741,44,48,04/18/2011,Barack Obama,04/16/2011,8
1742,1742,44,47,04/17/2011,Barack Obama,04/15/2011,9
1743,1743,44,47,04/16/2011,Barack Obama,04/14/2011,9
1744,1744,41,49,04/15/2011,Barack Obama,04/13/2011,8
1745,1745,41,50,04/14/2011,Barack Obama,04/12/2011,9
1746,1746,42,50,04/13/2011,Barack Obama,04/11/2011,8
1747,1747,44,48,04/12/2011,Barack Obama,04/10/2011,8
1748,1748,46,46,04/11/2011,Barack Obama,04/09/2011,8
1749,1749,45,46,04/10/2011,Barack Obama,04/08/2011,9
1750,1750,45,46,04/09/2011,Barack Obama,04/07/2011,9
1751,1751,44,47,04/08/2011,Barack Obama,04/06/2011,9
1752,1752,45,47,04/07/2011,Barack Obama,04/05/2011,8
1753,1753,45,47,04/06/2011,Barack Obama,04/04/2011,8
1754,1754,45,45,04/05/2011,Barack Obama,04/03/2011,10
1755,1755,46,45,04/04/2011,Barack Obama,04/02/2011,9
1756,1756,46,45,04/03/2011,Barack Obama,04/01/2011,9
1757,1757,46,46,04/02/2011,Barack Obama,03/31/2011,8
1758,1758,46,45,04/01/2011,Barack Obama,03/30/2011,9
1759,1759,47,44,03/31/2011,Barack Obama,03/29/2011,9
1760,1760,49,43,03/30/2011,Barack Obama,03/28/2011,8
1761,1761,49,44,03/29/2011,Barack Obama,03/27/2011,7
1762,1762,48,45,03/28/2011,Barack Obama,03/26/2011,7
1763,1763,45,48,03/27/2011,Barack Obama,03/25/2011,7
1764,1764,46,46,03/26/2011,Barack Obama,03/24/2011,8
1765,1765,47,46,03/25/2011,Barack Obama,03/23/2011,7
1766,1766,46,46,03/24/2011,Barack Obama,03/22/2011,8
1767,1767,45,46,03/23/2011,Barack Obama,03/21/2011,9
1768,1768,45,46,03/22/2011,Barack Obama,03/20/2011,9
1769,1769,44,46,03/21/2011,Barack Obama,03/19/2011,10
1770,1770,46,44,03/20/2011,Barack Obama,03/18/2011,10
1771,1771,46,45,03/19/2011,Barack Obama,03/17/2011,9
1772,1772,49,43,03/18/2011,Barack Obama,03/16/2011,8
1773,1773,51,42,03/17/2011,Barack Obama,03/15/2011,7
1774,1774,50,43,03/16/2011,Barack Obama,03/14/2011,7
1775,1775,48,44,03/15/2011,Barack Obama,03/13/2011,8
1776,1776,46,44,03/13/2011,Barack Obama,03/11/2011,10
1777,1777,46,45,03/12/2011,Barack Obama,03/10/2011,9
1778,1778,49,43,03/11/2011,Barack Obama,03/09/2011,8
1779,1779,47,45,03/10/2011,Barack Obama,03/08/2011,8
1780,1780,47,45,03/09/2011,Barack Obama,03/07/2011,8
1781,1781,45,48,03/08/2011,Barack Obama,03/06/2011,7
1782,1782,46,46,03/07/2011,Barack Obama,03/05/2011,8
1783,1783,47,45,03/06/2011,Barack Obama,03/04/2011,8
1784,1784,47,45,03/05/2011,Barack Obama,03/03/2011,8
1785,1785,47,44,03/04/2011,Barack Obama,03/02/2011,9
1786,1786,45,46,03/03/2011,Barack Obama,03/01/2011,9
1787,1787,46,47,03/02/2011,Barack Obama,02/28/2011,7
1788,1788,45,46,03/01/2011,Barack Obama,02/27/2011,9
1789,1789,45,46,02/28/2011,Barack Obama,02/26/2011,9
1790,1790,47,44,02/27/2011,Barack Obama,02/25/2011,9
1791,1791,49,44,02/26/2011,Barack Obama,02/24/2011,7
1792,1792,50,42,02/25/2011,Barack Obama,02/23/2011,8
1793,1793,48,44,02/24/2011,Barack Obama,02/22/2011,8
1794,1794,46,46,02/23/2011,Barack Obama,02/21/2011,8
1795,1795,47,45,02/22/2011,Barack Obama,02/20/2011,8
1796,1796,46,45,02/21/2011,Barack Obama,02/19/2011,9
1797,1797,48,43,02/20/2011,Barack Obama,02/18/2011,9
1798,1798,48,44,02/19/2011,Barack Obama,02/17/2011,8
1799,1799,51,42,02/18/2011,Barack Obama,02/16/2011,7
1800,1800,49,43,02/17/2011,Barack Obama,02/15/2011,8
1801,1801,48,43,02/16/2011,Barack Obama,02/14/2011,9
1802,1802,46,46,02/15/2011,Barack Obama,02/13/2011,8
1803,1803,48,44,02/14/2011,Barack Obama,02/12/2011,8
1804,1804,49,43,02/13/2011,Barack Obama,02/11/2011,8
1805,1805,49,42,02/12/2011,Barack Obama,02/10/2011,9
1806,1806,48,44,02/11/2011,Barack Obama,02/09/2011,8
1807,1807,47,44,02/10/2011,Barack Obama,02/08/2011,9
1808,1808,48,44,02/09/2011,Barack Obama,02/07/2011,8
1809,1809,47,44,02/08/2011,Barack Obama,02/05/2011,9
1810,1810,46,45,02/07/2011,Barack Obama,02/04/2011,9
1811,1811,46,45,02/05/2011,Barack Obama,02/03/2011,9
1812,1812,45,47,02/04/2011,Barack Obama,02/02/2011,8
1813,1813,46,46,02/03/2011,Barack Obama,02/01/2011,8
1814,1814,48,45,02/02/2011,Barack Obama,01/31/2011,7
1815,1815,50,42,02/01/2011,Barack Obama,01/30/2011,8
1816,1816,50,41,01/31/2011,Barack Obama,01/29/2011,9
1817,1817,50,42,01/30/2011,Barack Obama,01/28/2011,8
1818,1818,50,41,01/29/2011,Barack Obama,01/27/2011,9
1819,1819,50,41,01/28/2011,Barack Obama,01/26/2011,9
1820,1820,49,41,01/27/2011,Barack Obama,01/25/2011,10
1821,1821,49,42,01/26/2011,Barack Obama,01/24/2011,9
1822,1822,49,43,01/25/2011,Barack Obama,01/23/2011,8
1823,1823,50,42,01/24/2011,Barack Obama,01/22/2011,8
1824,1824,50,42,01/23/2011,Barack Obama,01/21/2011,8
1825,1825,49,42,01/22/2011,Barack Obama,01/20/2011,9
1826,1826,51,41,01/21/2011,Barack Obama,01/19/2011,8
1827,1827,50,42,01/20/2011,Barack Obama,01/18/2011,8
1828,1828,51,42,01/19/2011,Barack Obama,01/17/2011,7
1829,1829,49,43,01/18/2011,Barack Obama,01/16/2011,8
1830,1830,50,42,01/17/2011,Barack Obama,01/15/2011,8
1831,1831,48,42,01/16/2011,Barack Obama,01/14/2011,10
1832,1832,49,42,01/15/2011,Barack Obama,01/13/2011,9
1833,1833,49,43,01/14/2011,Barack Obama,01/12/2011,8
1834,1834,49,43,01/13/2011,Barack Obama,01/11/2011,8
1835,1835,48,45,01/12/2011,Barack Obama,01/09/2011,7
1836,1836,48,44,01/11/2011,Barack Obama,01/08/2011,8
1837,1837,49,43,01/09/2011,Barack Obama,01/07/2011,8
1838,1838,48,43,01/08/2011,Barack Obama,01/06/2011,9
1839,1839,48,46,01/07/2011,Barack Obama,01/05/2011,6
1840,1840,46,48,01/06/2011,Barack Obama,01/04/2011,6
1841,1841,48,46,01/05/2011,Barack Obama,01/03/2011,6
1842,1842,49,45,01/04/2011,Barack Obama,01/02/2011,6
1843,1843,50,43,01/03/2011,Barack Obama,12/29/2010,7
1844,1844,50,42,01/02/2011,Barack Obama,12/28/2010,8
1845,1845,47,45,12/29/2010,Barack Obama,12/27/2010,8
1846,1846,47,46,12/28/2010,Barack Obama,12/26/2010,7
1847,1847,45,48,12/27/2010,Barack Obama,12/23/2010,7
1848,1848,46,46,12/26/2010,Barack Obama,12/22/2010,8
1849,1849,48,45,12/23/2010,Barack Obama,12/21/2010,7
1850,1850,49,45,12/22/2010,Barack Obama,12/20/2010,6
1851,1851,46,48,12/20/2010,Barack Obama,12/18/2010,6
1852,1852,46,45,12/19/2010,Barack Obama,12/17/2010,9
1853,1853,46,46,12/18/2010,Barack Obama,12/16/2010,8
1854,1854,46,45,12/17/2010,Barack Obama,12/15/2010,9
1855,1855,45,48,12/16/2010,Barack Obama,12/14/2010,7
1856,1856,45,46,12/15/2010,Barack Obama,12/13/2010,9
1857,1857,45,47,12/14/2010,Barack Obama,12/12/2010,8
1858,1858,46,45,12/13/2010,Barack Obama,12/11/2010,9
1859,1859,45,49,12/12/2010,Barack Obama,12/10/2010,6
1860,1860,46,47,12/11/2010,Barack Obama,12/09/2010,7
1861,1861,43,49,12/10/2010,Barack Obama,12/07/2010,8
1862,1862,45,47,12/09/2010,Barack Obama,12/06/2010,8
1863,1863,43,48,12/07/2010,Barack Obama,12/05/2010,9
1864,1864,46,47,12/06/2010,Barack Obama,12/04/2010,7
1865,1865,47,45,12/05/2010,Barack Obama,12/03/2010,8
1866,1866,48,43,12/04/2010,Barack Obama,12/02/2010,9
1867,1867,47,44,12/03/2010,Barack Obama,12/01/2010,9
1868,1868,45,47,12/02/2010,Barack Obama,11/29/2010,8
1869,1869,45,47,12/01/2010,Barack Obama,11/28/2010,8
1870,1870,47,45,11/29/2010,Barack Obama,11/27/2010,8
1871,1871,46,46,11/28/2010,Barack Obama,11/26/2010,8
1872,1872,45,47,11/27/2010,Barack Obama,11/24/2010,8
1873,1873,44,48,11/26/2010,Barack Obama,11/23/2010,8
1874,1874,44,48,11/24/2010,Barack Obama,11/22/2010,8
1875,1875,44,47,11/23/2010,Barack Obama,11/21/2010,9
1876,1876,46,46,11/22/2010,Barack Obama,11/20/2010,8
1877,1877,47,46,11/21/2010,Barack Obama,11/19/2010,7
1878,1878,46,47,11/20/2010,Barack Obama,11/17/2010,7
1879,1879,45,48,11/19/2010,Barack Obama,11/16/2010,7
1880,1880,46,47,11/17/2010,Barack Obama,11/15/2010,7
1881,1881,48,45,11/16/2010,Barack Obama,11/14/2010,7
1882,1882,48,45,11/15/2010,Barack Obama,11/13/2010,7
1883,1883,45,47,11/14/2010,Barack Obama,11/12/2010,8
1884,1884,43,49,11/13/2010,Barack Obama,11/11/2010,8
1885,1885,42,49,11/12/2010,Barack Obama,11/10/2010,9
