,index,Approving ,Disapproving ,End Date ,President,Start Date  ,unsure/no data
2927,136,57,36,08/07/1996,William J. Clinton,08/05/1996,6
2928,137,57,35,07/28/1996,William J. Clinton,07/26/1996,7
2929,138,56,35,07/21/1996,William J. Clinton,07/18/1996,8
2930,139,51,41,06/30/1996,William J. Clinton,06/27/1996,6
2931,140,57,36,06/19/1996,William J. Clinton,06/18/1996,5
2932,141,53,38,05/29/1996,William J. Clinton,05/28/1996,8
2933,142,54,38,05/12/1996,William J. Clinton,05/09/1996,6
2934,143,56,36,04/28/1996,William J. Clinton,04/25/1996,7
2935,144,53,40,04/10/1996,William J. Clinton,04/09/1996,6
2936,145,52,38,03/17/1996,William J. Clinton,03/15/1996,8
2937,146,54,37,03/10/1996,William J. Clinton,03/08/1996,8
2938,147,53,40,02/25/1996,William J. Clinton,02/23/1996,6
2939,148,52,42,01/29/1996,William J. Clinton,01/26/1996,6
2940,149,46,46,01/15/1996,William J. Clinton,01/12/1996,7
2941,150,42,49,01/07/1996,William J. Clinton,01/05/1996,8
2942,151,50,43,12/18/1995,William J. Clinton,12/15/1995,5
2943,152,53,37,11/18/1995,William J. Clinton,11/17/1995,9
2944,153,52,40,11/08/1995,William J. Clinton,11/06/1995,7
2945,154,49,39,10/22/1995,William J. Clinton,10/19/1995,11
2946,155,46,42,10/07/1995,William J. Clinton,10/05/1995,11
2947,156,47,43,09/24/1995,William J. Clinton,09/22/1995,8
2948,157,43,43,09/17/1995,William J. Clinton,09/14/1995,12
2949,158,45,43,08/30/1995,William J. Clinton,08/28/1995,11
2950,159,45,42,08/07/1995,William J. Clinton,08/04/1995,12
2951,160,46,43,07/23/1995,William J. Clinton,07/20/1995,9
2952,161,47,43,07/09/1995,William J. Clinton,07/07/1995,9
2953,162,46,42,06/06/1995,William J. Clinton,06/05/1995,10
2954,163,50,42,05/14/1995,William J. Clinton,05/11/1995,7
2955,164,50,39,04/24/1995,William J. Clinton,04/21/1995,9
2956,165,46,45,04/19/1995,William J. Clinton,04/17/1995,8
2957,166,46,44,04/06/1995,William J. Clinton,04/05/1995,8
2958,167,43,47,03/29/1995,William J. Clinton,03/27/1995,9
2959,168,44,45,03/19/1995,William J. Clinton,03/17/1995,9
2960,169,42,47,02/26/1995,William J. Clinton,02/24/1995,9
2961,170,48,44,02/05/1995,William J. Clinton,02/03/1995,6
2962,171,46,45,01/18/1995,William J. Clinton,01/16/1995,7
2963,172,40,51,12/30/1994,William J. Clinton,12/28/1994,8
2964,173,42,52,12/18/1994,William J. Clinton,12/16/1994,4
2965,174,42,50,12/05/1994,William J. Clinton,12/02/1994,7
2966,175,43,48,11/29/1994,William J. Clinton,11/28/1994,7
2967,176,45,46,11/06/1994,William J. Clinton,11/02/1994,7
2968,177,47,46,10/25/1994,William J. Clinton,10/22/1994,5
2969,178,41,52,10/19/1994,William J. Clinton,10/18/1994,7
2970,179,42,51,10/09/1994,William J. Clinton,10/07/1994,5
2971,180,43,51,09/25/1994,William J. Clinton,09/23/1994,4
2972,181,42,50,09/18/1994,William J. Clinton,09/16/1994,8
2973,182,39,53,09/07/1994,William J. Clinton,09/06/1994,6
2974,183,39,51,08/16/1994,William J. Clinton,08/15/1994,8
2975,184,43,48,08/09/1994,William J. Clinton,08/08/1994,8
2976,185,42,48,07/17/1994,William J. Clinton,07/15/1994,8
2977,186,43,48,07/03/1994,William J. Clinton,07/01/1994,8
2978,187,44,47,06/28/1994,William J. Clinton,06/25/1994,8
2979,188,49,43,06/12/1994,William J. Clinton,06/11/1994,7
2980,189,45,47,06/06/1994,William J. Clinton,06/03/1994,7
2981,190,50,42,05/22/1994,William J. Clinton,05/20/1994,6
2982,191,48,44,04/24/1994,William J. Clinton,04/22/1994,7
2983,192,50,40,04/18/1994,William J. Clinton,04/16/1994,8
2984,193,50,42,03/30/1994,William J. Clinton,03/28/1994,7
2985,194,52,40,03/27/1994,William J. Clinton,03/25/1994,6
2986,195,50,41,03/13/1994,William J. Clinton,03/11/1994,8
2987,196,50,41,03/08/1994,William J. Clinton,03/07/1994,8
2988,197,53,40,02/28/1994,William J. Clinton,02/26/1994,5
2989,198,57,34,01/30/1994,William J. Clinton,01/28/1994,7
2990,199,53,38,01/17/1994,William J. Clinton,01/15/1994,8
2991,200,54,38,01/08/1994,William J. Clinton,01/06/1994,7
2992,201,47,42,12/19/1993,William J. Clinton,12/17/1993,9
2993,202,52,38,12/06/1993,William J. Clinton,12/04/1993,9
2994,203,47,43,11/21/1993,William J. Clinton,11/19/1993,8
2995,204,49,42,11/16/1993,William J. Clinton,11/15/1993,7
2996,205,47,44,11/04/1993,William J. Clinton,11/02/1993,7
2997,206,47,44,10/30/1993,William J. Clinton,10/28/1993,7
2998,207,47,44,10/18/1993,William J. Clinton,10/13/1993,9
2999,208,50,41,10/10/1993,William J. Clinton,10/08/1993,8
3000,209,56,34,09/26/1993,William J. Clinton,09/24/1993,8
3001,210,46,42,09/15/1993,William J. Clinton,09/13/1993,10
3002,211,46,41,09/12/1993,William J. Clinton,09/10/1993,11
3003,212,44,46,08/25/1993,William J. Clinton,08/23/1993,8
3004,213,43,47,08/10/1993,William J. Clinton,08/08/1993,8
3005,214,41,48,07/21/1993,William J. Clinton,07/19/1993,9
3006,215,49,43,07/11/1993,William J. Clinton,07/09/1993,7
3007,216,45,47,06/30/1993,William J. Clinton,06/29/1993,6
3008,217,38,50,06/21/1993,William J. Clinton,06/18/1993,10
3009,218,36,49,06/06/1993,William J. Clinton,06/05/1993,14
3010,219,43,45,05/23/1993,William J. Clinton,05/21/1993,10
3011,220,45,44,05/12/1993,William J. Clinton,05/10/1993,10
3012,221,55,37,04/24/1993,William J. Clinton,04/22/1993,8
3013,222,51,36,03/31/1993,William J. Clinton,03/29/1993,11
3014,223,53,34,03/14/1993,William J. Clinton,03/12/1993,13
3015,224,58,28,02/28/1993,William J. Clinton,02/26/1993,12
3016,225,51,33,02/14/1993,William J. Clinton,02/12/1993,15
3017,226,53,30,01/31/1993,William J. Clinton,01/29/1993,16
3018,227,58,20,01/26/1993,William J. Clinton,01/24/1993,22
3019,0,56,37,01/11/1993,George Bush,01/08/1993,7
3020,1,49,40,12/20/1992,George Bush,12/18/1992,10
3021,2,48,47,12/06/1992,George Bush,12/04/1992,3
3022,3,42,46,11/22/1992,George Bush,11/20/1992,11
3023,4,42,46,11/22/1992,George Bush,11/20/1992,11
3024,5,37,58,10/23/1992,George Bush,10/22/1992,4
3025,6,34,56,10/14/1992,George Bush,10/12/1992,9
3026,7,29,59,10/13/1992,George Bush,09/24/1992,10
3027,8,33,57,10/03/1992,George Bush,10/01/1992,8
3028,9,36,53,09/20/1992,George Bush,09/17/1992,9
3029,10,39,54,09/15/1992,George Bush,09/11/1992,6
3030,11,35,58,09/11/1992,George Bush,09/10/1992,6
3031,12,39,53,09/02/1992,George Bush,08/31/1992,6
3032,13,39,54,08/23/1992,George Bush,08/21/1992,6
3033,14,37,55,08/21/1992,George Bush,08/21/1992,6
3034,15,36,57,08/14/1992,George Bush,08/13/1992,5
3035,16,35,58,08/12/1992,George Bush,08/10/1992,6
3036,17,34,59,08/07/1992,George Bush,08/06/1992,6
3037,18,29,59,08/02/1992,George Bush,07/31/1992,10
3038,19,31,59,07/26/1992,George Bush,07/24/1992,9
3039,20,31,59,07/24/1992,George Bush,07/23/1992,8
3040,21,38,54,07/01/1992,George Bush,06/26/1992,6
3041,22,36,54,06/14/1992,George Bush,06/12/1992,8
3042,23,36,56,06/08/1992,George Bush,06/04/1992,6
3043,24,41,51,05/20/1992,George Bush,05/18/1992,7
3044,25,40,48,05/14/1992,George Bush,04/23/1992,10
3045,26,40,52,05/10/1992,George Bush,05/07/1992,6
3046,27,42,47,04/22/1992,George Bush,04/20/1992,10
3047,28,39,53,04/12/1992,George Bush,04/09/1992,6
3048,29,41,51,03/29/1992,George Bush,03/26/1992,7
3049,30,40,48,03/28/1992,George Bush,03/12/1992,10
3050,31,40,49,03/22/1992,George Bush,03/20/1992,9
3051,32,41,46,03/12/1992,George Bush,03/11/1992,11
3052,33,41,52,03/01/1992,George Bush,02/28/1992,5
3053,34,38,50,02/27/1992,George Bush,02/14/1992,10
3054,35,41,51,02/21/1992,George Bush,02/20/1992,7
3055,36,38,47,02/20/1992,George Bush,02/19/1992,13
3056,37,43,47,02/09/1992,George Bush,02/06/1992,8
3057,38,46,48,02/02/1992,George Bush,01/31/1992,5
3058,39,43,51,01/28/1992,George Bush,01/28/1992,4
3059,40,45,47,01/19/1992,George Bush,01/16/1992,6
3060,41,46,46,01/06/1992,George Bush,01/03/1992,7
3061,42,51,39,11/24/1991,George Bush,11/21/1991,9
3062,43,62,29,10/27/1991,George Bush,10/24/1991,8
3063,44,65,26,10/20/1991,George Bush,10/17/1991,7
3064,45,65,27,10/13/1991,George Bush,10/10/1991,6
3065,46,62,27,09/30/1991,George Bush,09/01/1991,9
3066,47,66,24,09/29/1991,George Bush,09/26/1991,9
3067,48,65,25,09/10/1991,George Bush,09/10/1991,9
3068,49,68,22,09/03/1991,George Bush,08/29/1991,9
3069,50,69,21,08/30/1991,George Bush,08/01/1991,9
3070,51,73,18,08/25/1991,George Bush,08/23/1991,7
3071,52,67,22,08/23/1991,George Bush,08/08/1991,10
3072,53,70,21,08/11/1991,George Bush,08/08/1991,7
3073,54,70,20,07/28/1991,George Bush,07/25/1991,8
3074,55,67,23,07/25/1991,George Bush,07/07/1991,9
3075,56,69,21,07/21/1991,George Bush,07/18/1991,9
3076,57,71,20,07/14/1991,George Bush,07/11/1991,7
3077,58,71,21,06/29/1991,George Bush,06/26/1991,6
3078,59,69,19,06/20/1991,George Bush,06/06/1991,10
3079,60,72,19,06/16/1991,George Bush,06/13/1991,8
3080,61,73,17,06/02/1991,George Bush,05/30/1991,9
3081,62,76,15,05/26/1991,George Bush,05/23/1991,7
3082,63,76,15,05/19/1991,George Bush,05/16/1991,7
3083,64,74,19,05/05/1991,George Bush,05/02/1991,6
3084,65,76,15,04/28/1991,George Bush,04/25/1991,8
3085,66,73,13,04/25/1991,George Bush,04/23/1991,13
3086,67,77,12,04/14/1991,George Bush,04/11/1991,10
3087,68,82,12,04/06/1991,George Bush,04/04/1991,5
3088,69,81,11,03/30/1991,George Bush,03/28/1991,6
3089,70,83,10,03/24/1991,George Bush,03/21/1991,5
3090,71,86,9,03/17/1991,George Bush,03/14/1991,4
3091,72,87,8,03/10/1991,George Bush,03/07/1991,4
3092,73,79,14,03/07/1991,George Bush,02/16/1991,6
3093,74,89,7,03/03/1991,George Bush,02/28/1991,3
3094,75,80,13,02/24/1991,George Bush,02/21/1991,6
3095,76,80,13,02/17/1991,George Bush,02/14/1991,6
3096,77,79,15,02/15/1991,George Bush,02/14/1991,5
3097,78,78,17,02/10/1991,George Bush,02/07/1991,3
3098,79,74,18,02/07/1991,George Bush,01/26/1991,7
3099,80,82,12,01/26/1991,George Bush,01/23/1991,4
3100,81,86,9,01/25/1991,George Bush,01/24/1991,4
3101,82,79,14,01/22/1991,George Bush,01/19/1991,5
3102,83,82,11,01/20/1991,George Bush,01/17/1991,5
3103,84,82,12,01/18/1991,George Bush,01/17/1991,4
3104,85,64,24,01/13/1991,George Bush,01/11/1991,10
3105,86,64,26,01/11/1991,George Bush,01/10/1991,9
3106,87,58,30,01/06/1991,George Bush,01/03/1991,10
3107,88,62,27,12/23/1990,George Bush,12/07/1990,10
3108,89,62,30,12/16/1990,George Bush,12/13/1990,6
3109,90,57,33,12/09/1990,George Bush,12/06/1990,9
3110,91,62,27,12/07/1990,George Bush,12/06/1990,9
3111,92,60,29,12/02/1990,George Bush,11/29/1990,10
3112,93,51,36,11/25/1990,George Bush,11/09/1990,12
3113,94,54,32,11/18/1990,George Bush,11/15/1990,13
3114,95,58,32,11/16/1990,George Bush,11/15/1990,8
3115,96,57,33,11/11/1990,George Bush,11/08/1990,8
3116,97,54,35,10/28/1990,George Bush,10/25/1990,10
3117,98,52,36,10/21/1990,George Bush,10/18/1990,10
3118,99,56,32,10/19/1990,George Bush,10/18/1990,10
3119,100,56,33,10/14/1990,George Bush,10/11/1990,10
3120,101,66,22,10/09/1990,George Bush,09/21/1990,11
3121,102,65,25,10/04/1990,George Bush,10/03/1990,9
3122,103,67,19,09/30/1990,George Bush,09/27/1990,12
3123,104,73,16,09/16/1990,George Bush,09/14/1990,9
3124,105,54,34,09/12/1990,George Bush,09/11/1990,11
3125,106,76,15,09/11/1990,George Bush,09/10/1990,7
3126,107,74,17,09/02/1990,George Bush,08/30/1990,8
3127,108,68,20,08/26/1990,George Bush,08/10/1990,11
3128,109,75,16,08/26/1990,George Bush,08/23/1990,7
3129,110,73,16,08/24/1990,George Bush,08/23/1990,10
3130,111,74,16,08/19/1990,George Bush,08/16/1990,8
3131,112,74,15,08/12/1990,George Bush,08/09/1990,10
3132,113,61,26,08/12/1990,George Bush,07/20/1990,12
3133,114,75,15,08/10/1990,George Bush,08/09/1990,9
3134,115,60,25,07/22/1990,George Bush,07/19/1990,14
3135,116,59,24,07/15/1990,George Bush,07/07/1990,15
3136,117,64,26,07/13/1990,George Bush,07/12/1990,9
3137,118,63,24,07/08/1990,George Bush,07/05/1990,12
3138,119,69,16,06/17/1990,George Bush,06/14/1990,14
3139,120,65,20,05/22/1990,George Bush,05/04/1990,13
3140,121,67,19,05/22/1990,George Bush,05/04/1990,13
3141,122,71,15,04/18/1990,George Bush,04/06/1990,13
3142,123,67,16,04/08/1990,George Bush,04/05/1990,16
3143,124,73,18,03/29/1990,George Bush,03/16/1990,8
3144,125,68,18,03/11/1990,George Bush,03/08/1990,13
3145,126,72,15,03/11/1990,George Bush,02/09/1990,11
3146,127,73,15,02/18/1990,George Bush,02/15/1990,11
3147,128,73,16,02/11/1990,George Bush,02/08/1990,10
3148,129,66,15,01/08/1990,George Bush,12/08/1989,17
3149,130,79,10,01/07/1990,George Bush,01/04/1990,9
3150,131,71,20,12/10/1989,George Bush,12/07/1989,8
3151,132,63,22,11/25/1989,George Bush,11/10/1989,14
3152,133,69,17,11/12/1989,George Bush,11/09/1989,13
3153,134,59,22,10/23/1989,George Bush,10/13/1989,17
3154,135,67,20,10/08/1989,George Bush,10/05/1989,12
3155,136,66,17,10/06/1989,George Bush,10/05/1989,15
3156,137,66,18,10/01/1989,George Bush,09/22/1989,14
3157,138,69,16,09/10/1989,George Bush,09/07/1989,13
3158,139,64,18,08/27/1989,George Bush,08/15/1989,17
3159,140,60,20,08/20/1989,George Bush,08/08/1989,19
3160,141,69,18,08/13/1989,George Bush,08/10/1989,12
3161,142,66,18,07/09/1989,George Bush,07/06/1989,15
3162,143,63,16,06/22/1989,George Bush,06/09/1989,20
3163,144,69,14,06/11/1989,George Bush,06/08/1989,16
3164,145,62,18,06/02/1989,George Bush,06/01/1989,19
3165,146,62,17,05/18/1989,George Bush,05/15/1989,19
3166,147,61,22,05/12/1989,George Bush,05/12/1989,16
3167,148,58,18,05/08/1989,George Bush,05/05/1989,23
3168,149,56,22,05/07/1989,George Bush,05/04/1989,22
3169,150,55,23,05/05/1989,George Bush,05/05/1989,20
3170,151,57,15,04/16/1989,George Bush,04/10/1989,26
3171,152,54,18,04/10/1989,George Bush,04/07/1989,27
3172,153,56,16,03/13/1989,George Bush,03/10/1989,27
3173,154,62,15,03/10/1989,George Bush,03/09/1989,22
3174,155,62,13,03/02/1989,George Bush,02/28/1989,24
3175,156,60,11,02/27/1989,George Bush,02/24/1989,27
3176,157,51,6,01/26/1989,George Bush,01/24/1989,43
3177,0,63,29,12/29/1988,Ronald Reagan,12/27/1988,8
3178,1,56,35,11/14/1988,Ronald Reagan,11/11/1988,8
3179,2,53,37,09/11/1988,Ronald Reagan,09/09/1988,9
3180,3,50,35,07/07/1988,Ronald Reagan,07/01/1988,14
3181,4,49,37,05/15/1988,Ronald Reagan,05/13/1988,12
3182,5,51,36,03/12/1988,Ronald Reagan,03/08/1988,11
3183,6,51,41,03/10/1988,Ronald Reagan,03/10/1988,6
3184,7,52,36,02/04/1988,Ronald Reagan,02/04/1988,10
3185,8,51,35,12/15/1987,Ronald Reagan,12/15/1987,12
3186,9,61,32,12/11/1987,Ronald Reagan,12/08/1987,6
3187,10,52,38,11/06/1987,Ronald Reagan,11/06/1987,9
3188,11,50,40,10/26/1987,Ronald Reagan,10/23/1987,8
3189,12,50,40,10/26/1987,Ronald Reagan,10/23/1987,8
3190,13,48,38,10/23/1987,Ronald Reagan,10/22/1987,12
3191,14,47,41,10/09/1987,Ronald Reagan,10/07/1987,11
3192,15,51,38,10/04/1987,Ronald Reagan,09/25/1987,10
3193,16,51,36,09/03/1987,Ronald Reagan,09/02/1987,11
3194,17,48,42,09/02/1987,Ronald Reagan,08/24/1987,8
3195,18,48,43,07/13/1987,Ronald Reagan,07/10/1987,8
3196,19,50,39,07/10/1987,Ronald Reagan,07/09/1987,10
3197,20,45,40,06/01/1987,Ronald Reagan,06/01/1987,14
3198,21,49,42,05/18/1987,Ronald Reagan,05/17/1987,8
3199,22,47,44,04/30/1987,Ronald Reagan,04/29/1987,8
3200,23,48,43,04/13/1987,Ronald Reagan,04/10/1987,8
3201,24,46,43,03/18/1987,Ronald Reagan,03/14/1987,9
3202,25,46,45,03/06/1987,Ronald Reagan,03/05/1987,8
3203,26,40,52,02/27/1987,Ronald Reagan,02/27/1987,7
3204,27,49,40,01/29/1987,Ronald Reagan,01/28/1987,9
3205,28,48,42,01/19/1987,Ronald Reagan,01/16/1987,8
3206,29,52,36,01/08/1987,Ronald Reagan,01/07/1987,10
3207,30,47,43,12/05/1986,Ronald Reagan,12/04/1986,8
3208,31,47,43,12/05/1986,Ronald Reagan,12/04/1986,8
3209,32,64,28,10/02/1986,Ronald Reagan,10/01/1986,7
3210,33,62,26,09/17/1986,Ronald Reagan,09/13/1986,10
3211,34,63,28,08/21/1986,Ronald Reagan,08/20/1986,7
3212,35,59,28,07/31/1986,Ronald Reagan,07/31/1986,12
3213,36,63,27,07/14/1986,Ronald Reagan,07/11/1986,8
3214,37,67,22,07/02/1986,Ronald Reagan,07/01/1986,9
3215,38,67,23,06/16/1986,Ronald Reagan,06/09/1986,9
3216,39,67,21,05/01/1986,Ronald Reagan,04/30/1986,10
3217,40,61,28,04/20/1986,Ronald Reagan,04/11/1986,9
3218,41,67,20,04/18/1986,Ronald Reagan,04/17/1986,12
3219,42,61,28,04/14/1986,Ronald Reagan,04/11/1986,9
3220,43,63,24,03/27/1986,Ronald Reagan,03/26/1986,12
3221,44,63,25,03/10/1986,Ronald Reagan,03/04/1986,11
3222,45,71,19,01/30/1986,Ronald Reagan,01/29/1986,8
3223,46,63,27,01/13/1986,Ronald Reagan,01/10/1986,9
3224,47,66,26,11/19/1985,Ronald Reagan,11/19/1985,7
3225,48,65,23,11/18/1985,Ronald Reagan,11/11/1985,10
3226,49,69,23,11/14/1985,Ronald Reagan,11/13/1985,6
3227,50,62,29,10/14/1985,Ronald Reagan,10/11/1985,8
3228,51,61,29,08/28/1985,Ronald Reagan,08/27/1985,9
3229,52,65,25,08/14/1985,Ronald Reagan,08/13/1985,8
3230,53,62,24,08/02/1985,Ronald Reagan,08/01/1985,13
3231,54,67,20,07/18/1985,Ronald Reagan,07/17/1985,11
3232,55,62,28,07/15/1985,Ronald Reagan,07/12/1985,9
3233,56,65,25,06/21/1985,Ronald Reagan,06/20/1985,9
3234,57,57,32,06/10/1985,Ronald Reagan,06/07/1985,9
3235,58,55,36,05/20/1985,Ronald Reagan,05/17/1985,8
3236,59,54,32,04/26/1985,Ronald Reagan,04/26/1985,12
3237,60,52,37,04/15/1985,Ronald Reagan,04/12/1985,10
3238,61,55,37,03/11/1985,Ronald Reagan,03/08/1985,7
3239,62,57,30,03/01/1985,Ronald Reagan,02/28/1985,11
3240,63,59,31,02/18/1985,Ronald Reagan,02/15/1985,9
3241,64,63,28,01/28/1985,Ronald Reagan,01/25/1985,7
3242,65,61,29,01/14/1985,Ronald Reagan,01/11/1985,9
3243,66,59,29,01/04/1985,Ronald Reagan,01/03/1985,11
3244,67,59,31,12/10/1984,Ronald Reagan,12/07/1984,9
3245,68,61,30,12/03/1984,Ronald Reagan,11/30/1984,7
3246,69,61,30,11/12/1984,Ronald Reagan,11/09/1984,8
3247,70,58,32,10/29/1984,Ronald Reagan,10/26/1984,8
3248,71,53,35,10/01/1984,Ronald Reagan,09/28/1984,10
3249,72,56,36,09/24/1984,Ronald Reagan,09/21/1984,6
3250,73,56,35,09/09/1984,Ronald Reagan,09/07/1984,7
3251,74,53,38,08/12/1984,Ronald Reagan,08/10/1984,8
3252,75,51,36,07/30/1984,Ronald Reagan,07/27/1984,11
3253,76,55,34,07/16/1984,Ronald Reagan,07/13/1984,9
3254,77,51,38,07/13/1984,Ronald Reagan,07/12/1984,10
3255,78,53,35,07/09/1984,Ronald Reagan,07/06/1984,10
3256,79,53,36,07/02/1984,Ronald Reagan,06/29/1984,10
3257,80,54,36,06/22/1984,Ronald Reagan,06/22/1984,9
3258,81,52,36,06/03/1984,Ronald Reagan,06/01/1984,11
3259,82,53,38,05/21/1984,Ronald Reagan,05/18/1984,8
3260,83,49,38,05/10/1984,Ronald Reagan,05/09/1984,11
3261,84,48,38,04/26/1984,Ronald Reagan,04/25/1984,13
3262,85,54,36,04/09/1984,Ronald Reagan,04/06/1984,9
3263,86,53,38,03/19/1984,Ronald Reagan,03/16/1984,7
3264,87,52,35,03/02/1984,Ronald Reagan,03/01/1984,12
3265,88,55,35,02/13/1984,Ronald Reagan,02/10/1984,8
3266,89,52,37,02/06/1984,Ronald Reagan,01/30/1984,9
3267,90,55,36,01/30/1984,Ronald Reagan,01/27/1984,8
3268,91,52,37,01/16/1984,Ronald Reagan,01/13/1984,9
3269,92,53,37,12/12/1983,Ronald Reagan,12/09/1983,8
3270,93,52,37,11/21/1983,Ronald Reagan,11/18/1983,10
3271,94,45,43,10/14/1983,Ronald Reagan,10/07/1983,10
3272,95,47,42,09/13/1983,Ronald Reagan,09/13/1983,10
3273,96,47,41,09/12/1983,Ronald Reagan,09/09/1983,10
3274,97,42,46,08/22/1983,Ronald Reagan,08/19/1983,11
3275,98,43,44,08/15/1983,Ronald Reagan,08/12/1983,11
3276,99,43,46,08/08/1983,Ronald Reagan,08/05/1983,9
3277,100,44,42,08/02/1983,Ronald Reagan,07/29/1983,13
3278,101,42,46,07/25/1983,Ronald Reagan,07/22/1983,10
3279,102,46,43,06/27/1983,Ronald Reagan,06/24/1983,9
3280,103,43,45,06/13/1983,Ronald Reagan,06/10/1983,11
3281,104,45,42,05/23/1983,Ronald Reagan,05/20/1983,11
3282,105,43,45,05/16/1983,Ronald Reagan,05/13/1983,11
3283,106,42,46,05/02/1983,Ronald Reagan,04/29/1983,10
3284,107,40,49,04/18/1983,Ronald Reagan,04/15/1983,10
3285,108,40,49,03/14/1983,Ronald Reagan,03/11/1983,10
3286,109,35,56,01/31/1983,Ronald Reagan,01/28/1983,8
3287,110,37,52,01/24/1983,Ronald Reagan,01/21/1983,9
3288,111,36,54,01/11/1983,Ronald Reagan,01/11/1983,9
3289,112,41,50,12/13/1982,Ronald Reagan,12/10/1982,8
3290,113,43,46,11/22/1982,Ronald Reagan,11/19/1982,9
3291,114,42,47,11/08/1982,Ronald Reagan,11/05/1982,10
3292,115,41,47,10/18/1982,Ronald Reagan,10/15/1982,10
3293,116,42,47,09/20/1982,Ronald Reagan,09/17/1982,9
3294,117,41,45,08/24/1982,Ronald Reagan,08/24/1982,12
3295,118,40,48,08/16/1982,Ronald Reagan,08/13/1982,10
3296,119,40,46,08/02/1982,Ronald Reagan,07/30/1982,12
3297,120,42,46,07/26/1982,Ronald Reagan,07/23/1982,11
3298,121,44,45,06/28/1982,Ronald Reagan,06/25/1982,10
3299,122,44,45,06/14/1982,Ronald Reagan,06/11/1982,9
3300,123,44,44,05/17/1982,Ronald Reagan,05/14/1982,10
3301,124,44,45,05/03/1982,Ronald Reagan,04/30/1982,9
3302,125,43,47,04/26/1982,Ronald Reagan,04/23/1982,9
3303,126,45,46,04/05/1982,Ronald Reagan,04/02/1982,8
3304,127,46,44,03/15/1982,Ronald Reagan,03/12/1982,9
3305,128,46,43,02/08/1982,Ronald Reagan,02/05/1982,10
3306,129,47,41,01/25/1982,Ronald Reagan,01/22/1982,11
3307,130,49,39,01/05/1982,Ronald Reagan,01/05/1982,11
3308,131,48,41,12/14/1981,Ronald Reagan,12/11/1981,10
3309,132,54,36,11/23/1981,Ronald Reagan,11/20/1981,8
3310,133,48,40,11/16/1981,Ronald Reagan,11/13/1981,10
3311,134,54,34,11/03/1981,Ronald Reagan,10/30/1981,11
3312,135,51,37,09/21/1981,Ronald Reagan,09/18/1981,10
3313,136,59,29,08/17/1981,Ronald Reagan,08/14/1981,10
3314,137,59,28,08/03/1981,Ronald Reagan,07/31/1981,12
3315,138,55,30,07/27/1981,Ronald Reagan,07/24/1981,13
3316,139,59,29,07/20/1981,Ronald Reagan,07/17/1981,10
3317,140,57,30,06/29/1981,Ronald Reagan,06/26/1981,12
3318,141,58,28,06/16/1981,Ronald Reagan,06/16/1981,12
3319,142,58,28,06/08/1981,Ronald Reagan,06/05/1981,12
3320,143,68,21,05/11/1981,Ronald Reagan,05/08/1981,11
3321,144,66,19,04/13/1981,Ronald Reagan,04/10/1981,13
3322,145,66,18,03/31/1981,Ronald Reagan,03/31/1981,15
3323,146,55,17,02/16/1981,Ronald Reagan,02/13/1981,26
3324,147,51,13,02/02/1981,Ronald Reagan,01/30/1981,36
3325,0,34,55,12/08/1980,Jimmy Carter,12/05/1980,11
3326,1,31,56,11/18/1980,Jimmy Carter,11/18/1980,12
3327,2,37,54,09/09/1980,Jimmy Carter,09/09/1980,7
3328,3,32,54,08/12/1980,Jimmy Carter,08/12/1980,13
3329,4,32,54,07/08/1980,Jimmy Carter,07/08/1980,12
3330,5,30,58,06/24/1980,Jimmy Carter,06/24/1980,10
3331,6,32,55,06/10/1980,Jimmy Carter,06/10/1980,11
3332,7,38,51,05/27/1980,Jimmy Carter,05/27/1980,10
3333,8,38,50,05/13/1980,Jimmy Carter,05/13/1980,10
3334,9,42,47,04/29/1980,Jimmy Carter,04/29/1980,10
3335,10,38,50,04/08/1980,Jimmy Carter,04/08/1980,10
3336,11,39,50,03/24/1980,Jimmy Carter,03/24/1980,10
3337,12,42,44,03/04/1980,Jimmy Carter,03/04/1980,12
3338,13,51,38,02/26/1980,Jimmy Carter,02/26/1980,10
3339,14,55,35,01/29/1980,Jimmy Carter,01/29/1980,8
3340,15,57,32,01/22/1980,Jimmy Carter,01/22/1980,9
3341,16,56,33,01/02/1980,Jimmy Carter,01/02/1980,10
3342,17,54,35,12/04/1979,Jimmy Carter,12/04/1979,10
3343,18,51,36,11/27/1979,Jimmy Carter,11/27/1979,11
3344,19,37,49,11/13/1979,Jimmy Carter,11/13/1979,12
3345,20,31,55,10/30/1979,Jimmy Carter,10/30/1979,12
3346,21,31,54,10/15/1979,Jimmy Carter,10/12/1979,13
3347,22,28,58,10/02/1979,Jimmy Carter,10/02/1979,12
3348,23,32,53,09/25/1979,Jimmy Carter,09/25/1979,13
3349,24,29,55,09/04/1979,Jimmy Carter,09/04/1979,14
3350,25,32,53,08/14/1979,Jimmy Carter,08/14/1979,13
3351,26,33,54,08/07/1979,Jimmy Carter,08/07/1979,11
3352,27,32,53,07/31/1979,Jimmy Carter,07/31/1979,14
3353,28,32,53,07/30/1979,Jimmy Carter,07/30/1979,14
3354,29,29,57,07/10/1979,Jimmy Carter,07/10/1979,13
3355,30,28,59,06/26/1979,Jimmy Carter,06/26/1979,12
3356,31,29,56,06/19/1979,Jimmy Carter,06/19/1979,13
3357,32,29,55,05/29/1979,Jimmy Carter,05/29/1979,15
3358,33,32,52,05/15/1979,Jimmy Carter,05/15/1979,15
